Datum 1. registrace,Datum 1. registrace v ČR,ZTP,ES/EU,Druh vozidla,Druh vozidla 2. ř.,Kategorie vozidla,Tovární značka,Typ,Varianta,Verze,VIN,Obchodní označení,Výrobce vozidla,Výrobce motoru,Typ motoru,Max. výkon [kW] / [min⁻¹],Palivo,Zdvihový objem [cm³],Plně elektrické vozidlo,Hybridní vozidlo,Třída hybridního vozidla,Emisní limit [EHKOSN/EHSES],Stupeň plnění emisní úrovně,Korigovaný součinitel absorbce [m⁻¹],CO2 město /mimo město/kombinované [g.km-1],Specifické CO2,Snížení emisí – NEDC,Snížení emisí – WLTP,Spotřeba předpis,Spotřeba město /mimo město/kombinovaná [l.100km⁻¹],Spotřeba při rychlosti [l.100 km⁻¹],Spotřeba el. mobil [Wh/km] – Z,Dojezd ZR [km],Výrobce karoserie,Druh (typ),Výrobní číslo karoserie,Barva,Barva doplňková,Počet míst celkem / k sezení / k stání,Celková délka/šířka/výška [mm],Rozvor [mm],Rozchod [mm],Provozní hmotnost,Největší technicky přípustná/povolená hmotnost [kg],Největší technicky přípustná/povolená hmotnost na nápravu [kg],Největší technicky přípustná/povolená hmotnost přípojného vozidla [kg] brzděného,Největší technicky přípustná/povolená hmotnost přípojného vozidla [kg] nebrzděného,Největší technicky přípustná/povolená hmotnost jízdní soupravy [kg],Hmotnosti vozidla při testu WLTP,Průměrná hodnota užitečného zatížení,Spojovací zařízení - druh,Počet náprav - z toho poháněných,Kola a pneumatiky na nápravě - rozměry/montáž [N.1; N.2; N.3; N.4],Vnější hluk vozidla [dB(A)] - stojícího při ot. [min⁻¹],Za jízdy,Nejvyšší rychlost [km.h⁻¹],Poměr Výkon/Hmotnost [kW.kg⁻¹],Inovativní technologie,Stupeň dokončení,Faktor odchylky - DE,Faktor verifikace - Vf,Účel vozidla,Další záznamy,Alternativní provedení,Číslo TP,Číslo ORV,Druh RZ,Zařazení vozidla,Status,PČV,ABS,Airbag,ASR,Brzdy nouzová,Brzdy odlehčovací,Brzdy parkovací,Brzdy provozní,Doplňkový text na TP,Hmotnosti provozní Do,Hmotnosti zatížení SZ,Hmotnosti zatížení SZ typ,Hydropohon,Objem cisterny,Zatížení střechy,Číslo motoru,Nejvyšší rychlost omezení,Ovládání brzd SZ,Ovládání brzd SZ druh,Retarder,Rok výroby,Délka do,Ložná délka,Ložná šířka,Výška do,Typ kód,RM zániku,Stupeň autonomity vozidla,Varianta RZ
1988-01-01,1988-10-24,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,L5826355,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,L5826355,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AL728355,BAA296080,STD. SILNIČNÍ,RSV,ZÁNIK,259,False,,False,True,False,True,True,ME 06/99,,,,False,,50,5910217/120,,,,False,1988,,0,0,,TMB12M00L,FRÝDLANT,Neuvedeno,
1983-01-01,1990-08-29,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,000000000D2730490,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,000000000D2730490,ČERVENÁ-TMAVÁ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AG892657,AAE098668,OSOBNÍ,RSV,ZÁNIK,260,False,,False,True,False,True,True,omezení do 29.08.1993,,,,,0,50,7724922,,,,,1983,,0,0,,TMB12M00L,SLAVKOV U BRNA,Neuvedeno,
1980-01-01,1990-12-03,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,A2233395,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,A2233395,MODRÁ-ZÁKLADNÍ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AG090054,AAC161296,OSOBNÍ,RSV,ZÁNIK,261,False,,False,True,False,True,True,bn,,,,,0,50,253895/2,,,,,1980,,0,0,,TMB12M00L,MD (vozidlo bez RM),Neuvedeno,
1977-01-01,1988-03-31,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,E2809917,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,E2809917,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AE148785,AAA582245,OSOBNÍ,RSV,ZÁNIK,262,False,,False,True,False,True,True,,,,,,0,50,728079/2,,,,,1977,,0,0,,TMB12M00L,ŽAMBERK,Neuvedeno,
1987-06-08,1987-06-08,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,TMB12M00LH3393231,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,TMB12M00LH3393231,ŠEDÁ-SVĚTLÁ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AI276209,AAE118407,OSOBNÍ,RSV,PROVOZOVANÉ,263,False,,False,True,False,True,True,,,,,,0,50,566553/2,,,,,1987,,0,0,,TMB12M00L,,Neuvedeno,
1968-01-01,1969-01-22,0459-066-00,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,"ŠKODA 1000 MB / ",,,376517,1000 MB,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 990,35 / 4750,BA 84,988,false,false,," / ",,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,376517,MODRÁ-ZÁKLADNÍ,ČERNÁ,5 / 5 / 0,4170/ 1620/ 1390,2400,"/ / / ",755,1130/ 1130,494/ 494|636/ 636|/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ -1 ZADNÍ,155-14/ 4.5J X 14|155-14/ 4.5J X 14|/ |/ |,0/ 0,0,125,0,,,,,,,,AC215040,,OSOBNÍ,RSV,ZÁNIK,264,False,,False,False,False,True,True,,,,,,0,0,373270/7,,,,,1968,,0,0,,,ZNOJMO,Neuvedeno,
1984-01-01,1984-01-01,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,TMB12MOOLF3049206,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,TMB12MOOLF3049206,HNĚDÁ-ZÁKLADNÍ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AH433613,BAD107658,STD. SILNIČNÍ,RSV,ZÁNIK,265,False,,False,True,False,True,True,,,,,,0,50,207278/2,,,,,1984,,0,0,,TMB12M00L,BEROUN,Neuvedeno,
1979-04-28,1979-04-28,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,2054848,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,2054848,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AF159489,,OSOBNÍ,RSV,ZÁNIK,266,False,,False,True,False,True,True,,,,,,0,50,068684/2,,,,,1979,,0,0,,TMB12M00L,KAPLICE,Neuvedeno,
1983-01-01,1988-07-20,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,D2736270,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,D2736270,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AG894438,,OSOBNÍ,RSV,ZÁNIK,267,False,,False,True,False,True,True,,,,,,0,50,778597/2,,,,,1983,,0,0,,TMB12M00L,CHEB,Neuvedeno,
1986-08-27,1986-08-27,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,TMB12MOOLG3331612,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,TMB12MOOLG3331612,MODRÁ-SVĚTLÁ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AI092863,,OSOBNÍ,RSV,PROVOZOVANÉ,268,False,,False,True,False,True,True,,,,,,0,50,500853/2,,,,,1986,,0,0,,TMB12M00L,,Neuvedeno,
1987-05-21,1987-05-21,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,TMB12M00LH3476396,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,TMB12M00LH3476396,HNĚDÁ-PASTEL,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AI367449,UAB699522,OSOBNÍ,RSV,ZÁNIK,269,False,,False,True,False,True,True,tz: v.č. 1326,,,,,0,50,657221/2,,,,,1987,,0,0,,TMB12M00L,NOVÝ JIČÍN,Neuvedeno,
1988-01-01,1999-05-10,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,3635747,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,3635747,ZELENÁ-ZÁKLADNÍ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AI650145,AAE648197,OSOBNÍ,RSV,PROVOZOVANÉ,270,False,,False,True,False,True,True,tažné zařízení č. 2312,,,,,0,50,5829741/120,,,,,1988,,0,0,,TMB12M00L,,Neuvedeno,
1977-03-03,1977-03-03,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,1718687,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,1718687,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AE023260,AAB649556,OSOBNÍ,RSV,ZÁNIK,271,False,,False,True,False,True,True,,,,,,0,50,701153/2,,,,,1977,,0,0,,TMB12M00L,RAKOVNÍK,Neuvedeno,
1984-01-01,1989-11-15,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,TMB12M00LE2941747,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,TMB12M00LE2941747,BÍLÁ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AO275293,AAF795164,OSOBNÍ,RSV,PROVOZOVANÉ,272,False,,False,True,False,True,True,,,,,,0,50,458584/1,,,,,1984,,0,0,,TMB12M00L,,Neuvedeno,
1979-01-01,1992-06-10,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,2014395,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,2014395,MODROZEL-ZÁKLADNÍ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AE709102,AAH223883,OSOBNÍ,RSV,ZÁNIK,273,False,,False,True,False,True,True,TAžNé ZAříZENí-ISO-50č:1864,,,,,0,50,021526/2,,,,,1979,,0,0,,TMB12M00L,JABLONEC NAD NISOU,Neuvedeno,
1966-10-04,1966-10-04,0459-066-00,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,"ŠKODA 1000 MB / ",,,140525,1000 MB,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 990,35 / 4750,BA 84,988,false,false,," / ",,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,140525,BÍLÁ,,5 / 5 / 0,4170/ 1620/ 1390,2400,"/ / / ",755,1130/ 1130,494/ 494|636/ 636|/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ -1 ZADNÍ,155-14/ 4.5J X 14|155-14/ 4.5J X 14|/ |/ |,0/ 0,0,125,0,,,,,,,,AB669645,AAD804416,OSOBNÍ,RSV,ZÁNIK,274,False,,False,False,False,True,True,tz. 370/600 kg  při trv.vyř.z prov.neodevzdala 2ks spz PU 95-31,,,,,0,0,140918/1,,,,,1966,,0,0,,,MD (vozidlo bez RM),Neuvedeno,
1968-06-11,1968-06-11,0459-066-00,,OSOBNÍ AUTOMOBIL,,M1,ŠKODA,"ŠKODA 1000 MB / ",,,306358,1000 MB,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 990,35 / 4750,BA 84,988,false,false,," / *",Neuvedeno,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN 4DV.,306358,ČERVENÁ-TMAVÁ,,5 / 5 / 0,4170/ 1620/ 1390,2400,"/ / / ",755,1130/ 1130,494/ 494|636/ 636|/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ -1 ZADNÍ,155-14/ 4.5J X 14|155-14/ 4.5J X 14|/ |/ |,0/ 0,0,125,,,,,,,,,AC145561,PAP,OSOBNÍ,RSV,PROVOZOVANÉ,275,False,,False,False,False,True,True,,,,,,,0,303502/1,,,,,1968,,0,0,,,,Neuvedeno,
1976-01-01,1992-05-15,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,TMB12M00LJ3579586,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,TMB12M00LJ3579586,HNĚDÁ-PASTEL,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AE176199,AAH350588,OSOBNÍ,RSV,PROVOZOVANÉ,276,False,,False,True,False,True,True,přestavba z Š 100                               taž. zař.2346,,,,,0,50,5769996/120,,,,,1976,,0,0,,TMB12M00L,,Neuvedeno,
1969-01-01,1985-12-18,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,B2349470,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,B2349470,ŽLUTÁ-SVĚTLÁ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AC449758,,OSOBNÍ,RSV,ZÁNIK,277,False,,False,True,False,True,True,"vým. motoru 29.03.1989 za č.308874/1  povoleny disky 4,5jx13  22.6.1994 přestavba povolena,čj.23-54/DI-94,  Š 100 s kar. Š 120 L  22.6.2005 D:333/05.",,,,,0,50,091013/9,,,,,1969,,0,0,,TMB12M00L,KROMĚŘÍŽ,Neuvedeno,
1967-01-01,1989-06-27,0459-066-00,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,"ŠKODA 1000 MB / ",,,110041,1000 MB,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 990,35 / 4750,BA 84,988,false,false,," / ",,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,110041,MODRÁ-ZÁKLADNÍ,,5 / 5 / 0,4170/ 1620/ 1390,2400,"/ / / ",755,1130/ 1130,494/ 494|636/ 636|/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ -1 ZADNÍ,155-14/ 4.5J X 14|155-14/ 4.5J X 14|/ |/ |,0/ 0,0,125,0,,,,,,,,AO343207,,OSOBNÍ,RSV,ZÁNIK,278,False,,False,False,False,True,True,výr.č. TZ - 346,,,,,0,0,208082/1,,,,,1967,,0,0,,,HLINSKO,Neuvedeno,
1966-01-01,1992-07-14,0459-066-00,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,"ŠKODA 1000 MB / ",,,102658,1000 MB,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 990,35 / 4750,BA 84,988,false,false,," / ",,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,102658,ŠEDÁ-ZÁKLADNÍ,,5 / 5 / 0,4170/ 1620/ 1390,2400,"/ / / ",755,1130/ 1130,494/ 494|636/ 636|/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ -1 ZADNÍ,155-14/ 4.5J X 14|155-14/ 4.5J X 14|/ |/ |,0/ 0,0,125,0,,,,,,,,AB661272,,OSOBNÍ,RSV,ZÁNIK,279,False,,False,False,False,True,True,,,,,,0,0,430707/7,,,,,1966,,0,0,,,MNICHOVO HRADIŠTĚ,Neuvedeno,
1968-02-21,1968-02-21,0459-066-00,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,"ŠKODA 1000 MB / ",,,273215,1000 MB,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 990,35 / 4750,BA 84,988,false,false,," / ",,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,273215,MODRÁ-ZÁKLADNÍ,,5 / 5 / 0,4170/ 1620/ 1390,2400,"/ / / ",755,1130/ 1130,494/ 494|636/ 636|/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ -1 ZADNÍ,155-14/ 4.5J X 14|155-14/ 4.5J X 14|/ |/ |,0/ 0,0,125,0,,,,,,,,AC006614,AAA948393,OSOBNÍ,RSV,ZÁNIK,280,False,,False,False,False,True,True,TZ ISO 50 v.č.0619,,,,,0,0,271144/1,,,,,1968,,0,0,,,UNIČOV,Neuvedeno,
1968-09-09,1968-09-09,0459-066-00,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,"ŠKODA 1000 MB / ",,,104327,1000 MB,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 990,35 / 4750,BA 84,988,false,false,," / ",,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,104327,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,4170/ 1620/ 1390,2400,"/ / / ",755,1130/ 1130,494/ 494|636/ 636|/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ -1 ZADNÍ,155-14/ 4.5J X 14|155-14/ 4.5J X 14|/ |/ |,0/ 0,0,125,0,,,,,,,,AC201030,,OSOBNÍ,RSV,ZÁNIK,281,False,,False,False,False,True,True,,,,,,0,0,331181/7,,,,,1968,,0,0,,,KARLOVY VARY,Neuvedeno,
1964-01-01,1989-01-05,0459-066-00,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,"ŠKODA 1000 MB / ",,,113350,1000 MB,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 990,35 / 4750,BA 84,988,false,false,," / ",,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,113350,MODRÁ-ZÁKLADNÍ,,5 / 5 / 0,4170/ 1620/ 1390,2400,"/ / / ",755,1130/ 1130,494/ 494|636/ 636|/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ -1 ZADNÍ,155-14/ 4.5J X 14|155-14/ 4.5J X 14|/ |/ |,0/ 0,0,125,0,,,,,,,,AB467914,,OSOBNÍ,RSV,ZÁNIK,282,False,,False,False,False,True,True,"výr.č.Tz-1346, zrušeno 6.12.1994                OTP č. AAA442241",,,,,0,0,020693/1,,,,,1964,,0,0,,,CHRUDIM,Neuvedeno,
